model,threshold,accuracy,precision,recall,f1,roc_auc
Gradient Boosting,0.11,0.6348952786652468,0.4154632972322503,0.9237458193979933,0.5731479560074705,0.84714902942158
Gradient Boosting,0.12,0.6496272630457934,0.4255517562946845,0.9157190635451505,0.5810696095076401,0.84714902942158
Gradient Boosting,0.13,0.6636492722754703,0.43581514762516044,0.9083612040133779,0.589026241596183,0.84714902942158
Gradient Boosting,0.14,0.6730564430244942,0.4429838974696024,0.9016722408026756,0.5940943146760688,0.84714902942158
Gradient Boosting,0.15,0.6833510827121051,0.451231859601755,0.894314381270903,0.5998205473306415,0.84714902942158
Gradient Boosting,0.16,0.691160809371672,0.4576271186440678,0.8849498327759198,0.6032831737346102,0.84714902942158
Gradient Boosting,0.17,0.6963081292154775,0.4619181946403385,0.8762541806020067,0.6049411221426922,0.84714902942158
Gradient Boosting,0.18,0.7050053248136315,0.4697792254795512,0.8682274247491639,0.6096759041803663,0.84714902942158
Gradient Boosting,0.19,0.715122470713525,0.47949291573452646,0.8602006688963211,0.6157529327268374,0.84714902942158
Gradient Boosting,0.2,0.7202697905573305,0.4845714285714286,0.8508361204013378,0.6174757281553398,0.84714902942158
Gradient Boosting,0.21,0.7289669861554846,0.4937451133698202,0.8448160535117056,0.6232420429311621,0.84714902942158
Gradient Boosting,0.22,0.7328718494852681,0.49799839871897517,0.8321070234113712,0.6230904082143751,0.84714902942158
Gradient Boosting,0.23,0.7387291444799432,0.5047150471504716,0.8234113712374582,0.6258261311642095,0.84714902942158
Gradient Boosting,0.24,0.741569045083422,0.508141962421712,0.8140468227424749,0.625706940874036,0.84714902942158
Gradient Boosting,0.25,0.7447639332623358,0.5121742844938061,0.8020066889632107,0.6251303441084463,0.84714902942158
Gradient Boosting,0.26,0.7499112531061413,0.5187772925764192,0.7946488294314381,0.6277410832232496,0.84714902942158
Gradient Boosting,0.27,0.7552360667376642,0.5259623992837958,0.7859531772575251,0.6301957629391258,0.84714902942158
Gradient Boosting,0.28,0.7598509052183173,0.5326887661141805,0.7739130434782608,0.6310335424052359,0.84714902942158
Gradient Boosting,0.29,0.7635782747603834,0.5384615384615384,0.7632107023411371,0.6314333148865523,0.84714902942158
Gradient Boosting,0.3,0.7676606318778842,0.5447976878612717,0.7565217391304347,0.6334360123214786,0.84714902942158
Gradient Boosting,0.31,0.7703230386936457,0.549777117384844,0.7424749163879598,0.6317586795674445,0.84714902942158
Gradient Boosting,0.32,0.7747603833865815,0.5574186991869918,0.7337792642140468,0.6335547213398787,0.84714902942158
Gradient Boosting,0.33,0.7781327653532126,0.5637688703800104,0.7244147157190636,0.6340749414519906,0.84714902942158
Gradient Boosting,0.34,0.7816826411075612,0.5707421249332622,0.7150501672240802,0.6347980997624703,0.84714902942158
Gradient Boosting,0.35,0.7854100106496272,0.5785714285714286,0.7043478260869566,0.6352941176470588,0.84714902942158
Gradient Boosting,0.36,0.7889598864039759,0.5870307167235495,0.6903010033444816,0.6344912388564402,0.84714902942158
Gradient Boosting,0.37,0.7916222932197373,0.5938047925189948,0.6795986622073579,0.6338116032439176,0.84714902942158
Gradient Boosting,0.38,0.793574724884629,0.5997596153846154,0.6675585284280936,0.6318455207344096,0.84714902942158
Gradient Boosting,0.39,0.7967696130635428,0.6080246913580247,0.6588628762541806,0.6324237560192616,0.84714902942158
Gradient Boosting,0.4,0.7965921192758253,0.6103731815306768,0.6454849498327759,0.6274382314694408,0.84714902942158
Gradient Boosting,0.41,0.7983670571529996,0.6158812136862492,0.6381270903010033,0.6268068331143233,0.84714902942158
Gradient Boosting,0.42,0.7992545260915868,0.6210106382978723,0.6247491638795987,0.6228742914304768,0.84714902942158
Gradient Boosting,0.43,0.7992545260915868,0.625171939477304,0.6080267558528428,0.6164801627670397,0.84714902942158
Gradient Boosting,0.44,0.8013844515441959,0.6325811001410437,0.6,0.615859938208033,0.84714902942158
Gradient Boosting,0.45,0.802626908058218,0.6384671005061461,0.5906354515050167,0.6136205698401668,0.84714902942158
Gradient Boosting,0.46,0.8029818956336529,0.6424870466321243,0.5806020066889632,0.6099789177793394,0.84714902942158
Gradient Boosting,0.47,0.8035143769968051,0.6478658536585366,0.568561872909699,0.6056287851799074,0.84714902942158
Gradient Boosting,0.48,0.8019169329073482,0.6488609583660644,0.5525083612040134,0.596820809248555,0.84714902942158
Gradient Boosting,0.49,0.8031593894213702,0.655144694533762,0.5451505016722408,0.5951077035414385,0.84714902942158
Gradient Boosting,0.5,0.8033368832090877,0.6600496277915633,0.5337792642140469,0.5902366863905325,0.84714902942158
Gradient Boosting,0.51,0.8017394391196309,0.6615384615384615,0.5177257525083612,0.5808630393996248,0.84714902942158
Gradient Boosting,0.52,0.8022719204827831,0.6690328305235137,0.5043478260869565,0.5751334858886347,0.84714902942158
Gradient Boosting,0.53,0.8020944266950657,0.6759259259259259,0.4882943143812709,0.566990291262136,0.84714902942158
Gradient Boosting,0.54,0.8017394391196309,0.6813819577735125,0.47491638795986624,0.5597162002364998,0.84714902942158
Gradient Boosting,0.55,0.7999645012424565,0.6843687374749499,0.4568561872909699,0.547934215804252,0.84714902942158
Gradient Boosting,0.56,0.7988995385161519,0.689727463312369,0.44013377926421404,0.5373621886484279,0.84714902942158
Gradient Boosting,0.57,0.7985445509407171,0.6956521739130435,0.4280936454849498,0.5300207039337475,0.84714902942158
Gradient Boosting,0.58,0.7962371317003905,0.6947250280583613,0.4140468227424749,0.5188600167644594,0.84714902942158
Gradient Boosting,0.59,0.7949946751863685,0.7014218009478673,0.3959866220735786,0.5061992304403591,0.84714902942158
Gradient Boosting,0.6,0.7937522186723465,0.7053020961775586,0.3826086956521739,0.49609713790112747,0.84714902942158
Gradient Boosting,0.61,0.7932197373091942,0.712082262210797,0.3705685618729097,0.48746150461944565,0.84714902942158
Gradient Boosting,0.62,0.7932197373091942,0.7235772357723578,0.35719063545150503,0.4782803403493059,0.84714902942158
Gradient Boosting,0.63,0.7944621938232161,0.7410586552217453,0.3464882943143813,0.47219690063810393,0.84714902942158
Gradient Boosting,0.64,0.7921547745828896,0.7439759036144579,0.33043478260869563,0.4576192681797128,0.84714902942158
Gradient Boosting,0.65,0.791089811856585,0.7523809523809524,0.31705685618729096,0.4461176470588235,0.84714902942158
Gradient Boosting,0.66,0.7891373801916933,0.7554076539101497,0.3036789297658863,0.43320610687022904,0.84714902942158
Gradient Boosting,0.67,0.7878949236776713,0.7631578947368421,0.2909698996655518,0.4213075060532688,0.84714902942158
Gradient Boosting,0.68,0.784877529286475,0.7605893186003683,0.2762541806020067,0.4052993130520118,0.84714902942158
Gradient Boosting,0.69,0.7838125665601704,0.7689320388349514,0.2648829431438127,0.3940298507462687,0.84714902942158
Gradient Boosting,0.7,0.7825701100461484,0.7766393442622951,0.2535117056856187,0.3822491174987393,0.84714902942158
Gradient Boosting,0.71,0.7809726659566916,0.7919463087248322,0.23678929765886286,0.364572605561277,0.84714902942158
Gradient Boosting,0.72,0.7800851970181044,0.8047619047619048,0.22608695652173913,0.35300261096605745,0.84714902942158
Gradient Boosting,0.73,0.7784877529286475,0.8095238095238095,0.21605351170568562,0.34107708553326294,0.84714902942158
Gradient Boosting,0.74,0.7756478523251686,0.8181818181818182,0.19866220735785953,0.31969860064585576,0.84714902942158
Gradient Boosting,0.75,0.773340433084842,0.8205882352941176,0.1866220735785953,0.30408719346049046,0.84714902942158
Gradient Boosting,0.76,0.7710330138445154,0.8317152103559871,0.17190635451505018,0.28492239467849223,0.84714902942158
Gradient Boosting,0.77,0.7713880014199503,0.8657243816254417,0.16387959866220736,0.2755905511811024,0.84714902942158
Gradient Boosting,0.78,0.7689030883919062,0.8697318007662835,0.15183946488294314,0.25854214123006836,0.84714902942158
Gradient Boosting,0.79,0.7658856940007099,0.8760683760683761,0.13712374581939799,0.2371312897628687,0.84714902942158
Gradient Boosting,0.8,0.7632232871849485,0.8779342723004695,0.12508361204013377,0.2189695550351288,0.84714902942158
Gradient Boosting,0.81,0.7594959176428825,0.8804347826086957,0.10836120401337793,0.19297200714711138,0.84714902942158
Gradient Boosting,0.82,0.756833510827121,0.8834355828220859,0.09632107023411371,0.17370325693606756,0.84714902942158
Gradient Boosting,0.83,0.7539936102236422,0.8920863309352518,0.08294314381270904,0.15177478580171358,0.84714902942158
Gradient Boosting,0.84,0.7511537096201633,0.8842975206611571,0.07157190635451505,0.13242574257425743,0.84714902942158
Gradient Boosting,0.85,0.7465388711395101,0.8850574712643678,0.05150501672240803,0.09734513274336283,0.84714902942158
Gradient Boosting,0.86,0.7442314518991835,0.8970588235294118,0.04080267558528428,0.0780550223928343,0.84714902942158
Gradient Boosting,0.87,0.7422790202342918,0.8771929824561403,0.033444816053511704,0.06443298969072164,0.84714902942158
Gradient Boosting,0.88,0.7394391196308129,0.8857142857142857,0.02073578595317726,0.040522875816993466,0.84714902942158
Gradient Boosting,0.89,0.7371317003904864,0.8181818181818182,0.012040133779264214,0.023731048121292023,0.84714902942158
Gradient Boosting,0.9,0.7369542066027689,0.8823529411764706,0.010033444816053512,0.01984126984126984,0.84714902942158
